line,artist
I'm still in love with you now,Ozzy
Whoa-oh-oh-oh,Ozzy
We've already said so-long,Ozzy
"I don't wanna see you go, oh you better",Ozzy
"Go now, go now, go now, go now",Ozzy
Don't you even try,Ozzy
Tellin' me that you don't want me to end up this way,Ozzy
"'cause darlin', darlin', can't you see I want you to stay, stay",Ozzy
We've already said goodbye,Ozzy
"Since you gotta go, oh you better",Ozzy
"Go now, go now, go now, go now",Ozzy
"Go, go!",Ozzy
I don't want you to tell me just what you intend to do now,Ozzy
"'cause how many times do I have to tell you darling,",Ozzy
I'm still in love still in love with you now,Ozzy
"I don't wanna see you go but darling, you better go now",Ozzy
"Woman I can hardly express,",Ozzy
"My mixed emotions and my thoughtlessness,",Ozzy
"After all I'm forever in your debt,",Ozzy
"And woman I will try to express,",Ozzy
"My inner feelings and my thankfulness,",Ozzy
"For showing me the meaning of success,",Ozzy
"Oooh well, well, do do do do do do",Ozzy
"Oooh well, well, do do do do do do",Ozzy
Woman I know you understand,Ozzy
"The little child inside the man,",Ozzy
"Please remember my life is in your hands,",Ozzy
"And woman hold me close to your heart,",Ozzy
"However distant don't keep us apart,",Ozzy
"After all it is written in the stars,",Ozzy
"Oooh well, well, do do do do do do",Ozzy
"Oooh well, well, do do do do do do",Ozzy
"Woman please let me explain,",Ozzy
"I never meant to cause you sorrow and pain,",Ozzy
"So let me tell you again and again and again,",Ozzy
"I love you (yeah, yeah) now and forever,",Ozzy
"I love you (yeah, yeah) now and forever,",Ozzy
"I love you (yeah, yeah) now and forever,",Ozzy
"I love you (yeah, yeah) now and forever",Ozzy
Cat's foot iron claw,Ozzy
Neuro-surgeons scream for more,Ozzy
At paranoia's poison door.,Ozzy
Twenty first century schizoid man.,Ozzy
Blood rack barbed wire,Ozzy
Polititians' funeral pyre,Ozzy
Innocents raped with napalm fire,Ozzy
Twenty first century schizoid man,Ozzy
Twenty first century,Ozzy
Twenty first century,Ozzy
Twenty first century,Ozzy
Twenty first century schizoid man,Ozzy
Death seed blind man's greed,Ozzy
Poets' starving children bleed,Ozzy
Nothing he's got he really needs,Ozzy
Twenty first century schizoid man.,Ozzy
Twenty first century,Ozzy
Twenty first century schizoid man,Ozzy
Twenty first century schizoid man,Ozzy
Welcome to the twenty first century,Ozzy
Billy rapped all night about his suicide,Ozzy
How he'd kick it in the head when he was 25,Ozzy
"Sweet guy, don't wanna stay alive when you're 25",Ozzy
Wendy's stealing clothes from marks and sparks,Ozzy
Freddy's got spots from ripping off stars from his face,Ozzy
Funky little boat race,Ozzy
The television man is crazy,Ozzy
Saying we're juvenile delinquent wrecks,Ozzy
Oh man I need tv when I've got t. rex,Ozzy
All the young dudes (hey dudes),Ozzy
Carry the news (where are ya),Ozzy
Boogaloo dudes (stand up come on),Ozzy
Carry the news,Ozzy
All the young dudes (I want to hear you),Ozzy
Carry the news (I want to see you),Ozzy
Boogaloo dudes (and I want to talk to you all of you),Ozzy
Carry the news,Ozzy
Now jimmy looking sweet though he dresses like a queen,Ozzy
He can kick like a mule,Ozzy
It's a real mean team,Ozzy
We can love,Ozzy
We can love,Ozzy
And my brother's back at home,Ozzy
With his beatles and his stones,Ozzy
We never got if off on that revolution stuff,Ozzy
"It was such a drag, too many snags",Ozzy
Well I drunk a lot of wine,Ozzy
And I'm feeling fine,Ozzy
Gonna race some cat to bed,Ozzy
"Is this concrete all around me, or is it in my head?",Ozzy
All the young dudes (hey dudes),Ozzy
Carry the news (where are ya),Ozzy
Boogaloo dudes (stand up),Ozzy
Carry the news,Ozzy
All the young dudes (I want to hear ya),Ozzy
Carry the news (I want to see you),Ozzy
Boogaloo dudes (and I want to relate to you),Ozzy
Carry the news,Ozzy
The television man is crazy,Ozzy
Saying we're juvenile delinquent wrecks,Ozzy
Oh man I need tv when I've got t. rex,Ozzy
Carry the news (let's hear the news come on),Ozzy
Boogaloo dudes (I want to kick you),Ozzy
Carry the news,Ozzy
All the young dudes (hey you there with the glasses),Ozzy
Carry the news (I want you),Ozzy
Boogaloo dudes (I want you at the front),Ozzy
Carry the news (now you all his friends),Ozzy
All the young dudes (now you bring him down cause I want him),Ozzy
Carry the news,Ozzy
Boogaloo dudes (I want him right here bring him come on),Ozzy
Carry the news (bring him here you go),Ozzy
All the young dudes (I've wanted to do this for years),Ozzy
Carry the news (there you go),Ozzy
Boogaloo dudes (how do you feel),Ozzy
Carry the news,Ozzy
There's something happening here,Ozzy
What it is ain't exactly clear,Ozzy
There's a man with a gun over there,Ozzy
Telling me I got to beware,Ozzy
"I think it's time we stop, children, what's that sound",Ozzy
Everybody look what's going down,Ozzy
Battle lines being drawn,Ozzy
Nobody's right if everyone's wrong,Ozzy
People speaking their minds,Ozzy
Getting so much resistance from behind,Ozzy
"Yeah, stop children, what's that sound",Ozzy
Everybody look what's going down,Ozzy
What a field-day for the heat,Ozzy
Ten thousand people in the street,Ozzy
Singing songs and carrying signs,Ozzy
"Mostly say, hooray for our side",Ozzy
"I think it's time we stop, children, what's that sound",Ozzy
Everybody look what's going down,Ozzy
Paranoia strikes deep,Ozzy
Into your life it will creep,Ozzy
It starts when you're always afraid,Ozzy
"Step out of line, the man come and take you away",Ozzy
"Stop, children, what's that sound",Ozzy
Everybody look what's going down,Ozzy
"Stop, hey, what's that sound",Ozzy
Everybody look what's going down,Ozzy
You better stop!,Ozzy
Stop,Ozzy
You better stop!,Ozzy
Stop,Ozzy
You better stop!,Ozzy
When I think of all the good times that I've wasted having good times,Ozzy
When I think of all the good times that 's been wasted having good times,Ozzy
When I was drinking,Ozzy
I should've been thinking,Ozzy
When I was fighting,Ozzy
I could've done the right thing,Ozzy
All of that boozing,Ozzy
I was really losing,Ozzy
Good times,Ozzy
Good times,Ozzy
When I think of all the good time that's been wasted having good times,Ozzy
When I think of all the good time that we wasted having good times,Ozzy
All of my lying,Ozzy
I remember her crying,Ozzy
All of the talking,Ozzy
I could've been walking,Ozzy
Instead of complaining,Ozzy
I could've been gaining,Ozzy
Good times,Ozzy
Useless talking,Ozzy
All that walking,Ozzy
All of my sinning,Ozzy
I could've been winning,Ozzy
I have it too easy,Ozzy
And its a beginning of a good time,Ozzy
Good times,Ozzy
When I was drinking,Ozzy
I should've been thinking,Ozzy
When I was fighting,Ozzy
I could've done the right thing,Ozzy
All of that boozing,Ozzy
When I was really losing,Ozzy
All of my sinning,Ozzy
I could've been winning,Ozzy
"Oh yeah, I am ready for a good time",Ozzy
Cheers!,Ozzy
It's getting near dawn,Ozzy
When lights close their tired eyes,Ozzy
I'll soon be with you my love,Ozzy
To give you my dawn surprise,Ozzy
I'll be with you darling soon,Ozzy
I'll be with you when the stars start falling,Ozzy
I've been waiting so long,Ozzy
To be where I'm going,Ozzy
In the sunshine of your love,Ozzy
"I'm with you my love,",Ozzy
The light's shining through on you,Ozzy
I'm with you my love,Ozzy
It's the morning and just we two,Ozzy
I'll be with you darling now,Ozzy
I'll be with you till my seas are dried up,Ozzy
I've been waiting so long,Ozzy
To be where I'm going,Ozzy
In the sunshine of your love,Ozzy
"I'm with you my love,",Ozzy
The light's shining through on you,Ozzy
I'm with you my love,Ozzy
It's morning and just we two,Ozzy
I'll be with you darling now,Ozzy
I'll be with you till my seas are dried up... dried up,Ozzy
I've been waiting so long,Ozzy
I've been waiting so long,Ozzy
I've been waiting so long,Ozzy
To be where I'm going,Ozzy
In the sunshine of your love,Ozzy
I am the god of hell fire and I bring you...,Ozzy
"Fire, I'll take you to burn.",Ozzy
"Fire, I'll take you to learn.",Ozzy
I'll see you burn!,Ozzy
"You fought hard and you saved and learned,",Ozzy
But all of it's gonna burn.,Ozzy
"And your mind, your tiny mind,",Ozzy
You know you've really been so blind.,Ozzy
Now's your time burn your mind.,Ozzy
You're falling far too far behind.,Ozzy
"Oh no, oh no, oh no, oh no, you gonna burn!",Ozzy
"Fire, to destroy all you've done.",Ozzy
"Fire, to end all you've become.",Ozzy
I'll feel you burn!,Ozzy
"You've been living like a little girl,",Ozzy
In the middle of your little world.,Ozzy
"And your mind, your tiny mind,",Ozzy
You know you've really been so blind.,Ozzy
"Now's your time burn your mind,",Ozzy
You're falling far too far behind.,Ozzy
"Oh no, oh no, oh no, oh no,",Ozzy
"Fire, I'll take you to burn.",Ozzy
"Fire, I'll take you to learn.",Ozzy
You're going to burn!,Ozzy
You're going to burn!,Ozzy
You're going to burn!,Ozzy
You're going to burn! burn! burn! burn!,Ozzy
"Fire, I'll take you to burn.",Ozzy
"Fire, I'll take you to learn.",Ozzy
"Fire, to end all you've become.",Ozzy
"Fire, I'll watch you burn",Ozzy
"I am the god of hell fire, ha ha ha ha ha!",Ozzy
"As soon as your born they make you feel small,",Ozzy
"By giving you no time instead of it all,",Ozzy
"Till the pain is so big you feel nothing at all,",Ozzy
"A working class hero is something to be,",Ozzy
"They hurt you at home and they hit you at school,",Ozzy
"They hate you if you're clever and they despise a fool,",Ozzy
"Till you're so fucking crazy you can't follow their rules,",Ozzy
"A working class hero is something to be,",Ozzy
"When they've tortured and scared you for twenty odd years,",Ozzy
"Then they expect you to pick a career,",Ozzy
"When you can't really function you're so full of fear,",Ozzy
"A working class hero is something to be,",Ozzy
"Keep you doped with religion and sex and tv,",Ozzy
"And you think you're so clever and you're classless and free,",Ozzy
"But you're still fucking peasants as far as I can see,",Ozzy
"A working class hero is something to be,",Ozzy
A working class hero is something to be.,Ozzy
"There's room at the top they are telling you still,",Ozzy
"But first you must learn how to smile as you kill,",Ozzy
"If you want to be like the fool on the hill,",Ozzy
A working class hero is something to be.,Ozzy
A working class hero is something to be.,Ozzy
"If you want to be a hero, well just follow me",Ozzy
Please allow me to introduce myself,Ozzy
I'm a man of wealth and taste,Ozzy
"I've been around for a long, long time",Ozzy
Stole many a man's soul and faith,Ozzy
And I was around when jesus christ,Ozzy
Had his moment of doubt and pain,Ozzy
Made damn sure that pilate,Ozzy
Washed his hands and sealed his fate,Ozzy
Pleased to meet you,Ozzy
"Hope you guess my name, oh yeah",Ozzy
But what's puzzling you,Ozzy
Is the nature of my game,Ozzy
I stuck around st. petersburg,Ozzy
When I saw it was a time for a change,Ozzy
Killed the czar and his ministers,Ozzy
Anastasia screamed in vain,Ozzy
I rode a tank,Ozzy
Held a general's rank,Ozzy
When the blitzkrieg raged,Ozzy
And the bodies stank,Ozzy
"Oh, pleased to meet you",Ozzy
"Hope you guess my name, oh yeah",Ozzy
But what's puzzling you,Ozzy
Is the nature of my game,Ozzy
I watched with glee,Ozzy
While your kings and queens,Ozzy
Fought for ten decades,Ozzy
For the gods they made,Ozzy
I shouted who killed the kennedys?,Ozzy
After all it was you and me,Ozzy
Let me introduce myself,Ozzy
I'm a man of wealth and taste,Ozzy
I laid traps for the troubadours,Ozzy
Who get killed before they reached bombay,Ozzy
Pleased to meet you,Ozzy
Hope you guessed my name,Ozzy
But what's puzzling you,Ozzy
"Is the nature of my game, oh yeah",Ozzy
Every cop is a criminal,Ozzy
And all the sinners are saints,Ozzy
Heads is tails,Ozzy
Just call me lucifer,Ozzy
I'm in need of some restraint,Ozzy
So if you meet me,Ozzy
Have some courtesy,Ozzy
"Have some sympathy, and taste",Ozzy
Use all your well-learned politesse,Ozzy
Or I'll lay your soul to waste,Ozzy
Pleased to meet you,Ozzy
Hope you guessed my name,Ozzy
But what's puzzling you,Ozzy
Is the nature of my game,Ozzy
What's my name?,Ozzy
What's my name?,Ozzy
What's my name?,Ozzy
I am lucifer,Ozzy
Wooooooo,Ozzy
Alright you mother fucker's,Ozzy
What's my name?,Ozzy
What's my name?,Ozzy
"Come on baby, come on baby, come on baby, come on baby,",Ozzy
Pleased to meet you,Ozzy
"Hope you guessed my name, oh yeah",Ozzy
But what's puzzling you,Ozzy
Is the nature of my game,Ozzy
Don't tell me I'm wrong,Ozzy
Don't tell me that you knew all along,Ozzy
I won't roll over dead,Ozzy
Only I know what goes on in my head,Ozzy
I've got nothing to hide,Ozzy
I'm not guilty inside,Ozzy
I won't give up,Ozzy
After all I'm still crazy,Ozzy
I'm not going away,Ozzy
I'm not going,Ozzy
Try so hard to break me,Ozzy
But all your diamonds turn to sand,Ozzy
I'm not going away,Ozzy
I'm not going,Ozzy
Say goodbye forever,Ozzy
I'll wait for you in no man's land,Ozzy
Get out of my way,Ozzy
There's nothing you can do to change what I say,Ozzy
I won't ever let go,Ozzy
I got the answer but you'll never know,Ozzy
I got my eyes open wide,Ozzy
Ain't gonna' slip up or slide,Ozzy
Can't take me down,Ozzy
After all I'm still crazy,Ozzy
I'm not going away,Ozzy
I'm not going away,Ozzy
I'm not going away,Ozzy
I'm not going,Ozzy
Say goodbye forever,Ozzy
I'll wait for you in no man's land,Ozzy
I don't know what they're talking about,Ozzy
I'm making my own decision,Ozzy
This thing that I found ain't gonna bring me down,Ozzy
I'm like a junkie without an addiction,Ozzy
Mama don't cry I just wanna stay high,Ozzy
I like playing with danger and fear,Ozzy
Everybody's walkin' but nobody's talkin',Ozzy
It looks a lot better from here,Ozzy
All my life I've been over the top,Ozzy
I don't know what I'm doing,Ozzy
All I know is I don't wanna stop,Ozzy
"All fired up, I'm gonna go till I drop",Ozzy
You're either in or in the way,Ozzy
"Don't make me, I don't wanna stop",Ozzy
Why don't they ever listen to me?,Ozzy
Is this the one way conversation?,Ozzy
Nothing they say is gonna set me free,Ozzy
Don't need no mental masturbation,Ozzy
Too many religions for only one god,Ozzy
I don't need another saviour,Ozzy
Don't try to change my mind,Ozzy
You know I'm one of a kind,Ozzy
Ain't gonna change my bad behaviour,Ozzy
I donât wanna stop,Ozzy
Are you ever going to stop?,Ozzy
"I donât wanna stop, I donât wanna stop",Ozzy
"I donât wanna stop, I donât wanna stop",Ozzy
Are you ever going to stop?,Ozzy
I donât wanna stop,Ozzy
The black rain is falling,Ozzy
Contaminating the ground,Ozzy
The human race is dying,Ozzy
The dead are scattered around,Ozzy
What is the price of a bullet?,Ozzy
Another hole in the head,Ozzy
A flag draped over a coffin,Ozzy
Another soldier is dead,Ozzy
How many victims have fallen?,Ozzy
How many more have to die?,Ozzy
People dying in masses,Ozzy
Angel of death standing by,Ozzy
We've got our marching orders,Ozzy
Defenders of our home and our pride,Ozzy
We've crossed too many borders,Ozzy
Military suicide,Ozzy
War killing sons and daughters,Ozzy
Another failed attack,Ozzy
There is no turning back,Ozzy
Blood running down like water,Ozzy
You'll think you got away,Ozzy
Until the judgement day comes,Ozzy
Politicians confuse me,Ozzy
I watch the body count rise,Ozzy
Why are the children all marching into the desert to die?,Ozzy
The human psyche is twisted,Ozzy
The madness rising again,Ozzy
Another empire falling,Ozzy
I watch them dying in vain,Ozzy
We've got our marching orders,Ozzy
Defenders of our home and our pride,Ozzy
We've crossed too many borders,Ozzy
Military suicide,Ozzy
War sends our sons to slaughter,Ozzy
Another failed attack,Ozzy
There is no turning back,Ozzy
Blood running down like water,Ozzy
You'll think you got away,Ozzy
Until the judgement day comes,Ozzy
Are you ready?,Ozzy
"Black rain, black rain",Ozzy
"Black rain, black rain",Ozzy
War killing sons and daughters,Ozzy
Another failed attack,Ozzy
There is no turning back,Ozzy
Blood running down like water,Ozzy
You'll think you got away,Ozzy
Until the judgement day,Ozzy
You'll think you got away,Ozzy
Until your judgement day comes,Ozzy
I know you think you're all alone,Ozzy
I haven't been there when you've needed me,Ozzy
I didn't deserve the love you gave,Ozzy
But now I'm telling you I'm here if you need a friend,Ozzy
Give me your pain,Ozzy
Give me you anger,Ozzy
Let me be your rock,Ozzy
I can be the pillar of strength that you need,Ozzy
I'll help you keep it all together,Ozzy
It's better late than never,Ozzy
Lay your world on me,Ozzy
I can take the weight,Ozzy
Don't let it twist you up inside,Ozzy
Time never fails to make the heartache stop,Ozzy
You've got to let those feelings go,Ozzy
I'll give you everything I can if you say the word,Ozzy
Give me your pain,Ozzy
Give me you anger,Ozzy
Let me be your rock,Ozzy
I can be the pillar of strength that you need,Ozzy
I'll help you keep it all together,Ozzy
It's better late than never,Ozzy
Lay your world on me,Ozzy
I can take the weight,Ozzy
We all laugh and we all cry,Ozzy
We all hurt the same inside,Ozzy
We all fall down and we lose faith in who we really are,Ozzy
But if we can bend instead of break,Ozzy
The choice for us is to make it together,Ozzy
Lay your world on me,Ozzy
I'll help you keep it all together,Ozzy
It's better late than never,Ozzy
Lay your world on me,Ozzy
Lay your world on me,Ozzy
Lay your world on me,Ozzy
I can take the weight,Ozzy
It's in the life that we lead,Ozzy
Set up for money and greed,Ozzy
"A little isn't enough, we have to use it all up",Ozzy
"Success - Excess, the truth is inconvenient",Ozzy
Oh hang your head,Ozzy
Pillaged and left us for dead,Ozzy
You kept us blind and mislead,Ozzy
How could you think nothing's wrong,Ozzy
You won't be smiling for long,Ozzy
When it's,Ozzy
All gone,Ozzy
Gone,Ozzy
We can never go back,Ozzy
Burn into the air and atmosphere,Ozzy
Watching the rain come down,Ozzy
Turn your head away ignore the fear,Ozzy
Watching the ice crash down,Ozzy
Our father's justice gets closer,Ozzy
How could you screw us all over,Ozzy
"Rape, steal and murder",Ozzy
God bless the almighty dollar,Ozzy
The almighty dollar,Ozzy
Poison the air that we breathe,Ozzy
Chained to industrial need,Ozzy
Destroy the souls that you steal - the radiation is real,Ozzy
Debate - Too late,Ozzy
You've built our funeral pyre,Ozzy
You kill my faith,Ozzy
"Mother earth, desecrate",Ozzy
Deceive the whole human race,Ozzy
I know you think nothing's wrong,Ozzy
We won't be breathing for long,Ozzy
When it's,Ozzy
All gone,Ozzy
Gone,Ozzy
We can never go back,Ozzy
Burn into the air and atmosphere,Ozzy
Watching the rain come down,Ozzy
Turn your head away ignore the fear,Ozzy
Watching the ice crash down,Ozzy
Our father's justice gets closer,Ozzy
How could you fuck us all over,Ozzy
"Rape, steal and murder",Ozzy
God bless the almighty dollar,Ozzy
"Death, doom and disaster",Ozzy
The point of no return,Ozzy
No earthly life ever after,Ozzy
Is it too late to learn?,Ozzy
Burn into the air and atmosphere,Ozzy
Watching the rain come,Ozzy
Our father's justice gets closer,Ozzy
How could you fuck us all over,Ozzy
"Rape, steal and murder",Ozzy
God bless the almighty dollar,Ozzy
the almighty dollar,Ozzy
"Your words, they go right through me",Ozzy
They circle round my head - yeah,Ozzy
I can't believe I'm still here,Ozzy
I know I should be dead - yeah,Ozzy
This desperation makes me feel so filthy,Ozzy
But I know if I don't stop I won't feel guilty,Ozzy
Take me higher,Ozzy
Crank me faster,Ozzy
Help me get,Ozzy
The thrill I'm after,Ozzy
One time to take away all pain,Ozzy
One more to turn myself insane,Ozzy
One shot to keep me high all day,Ozzy
makes my reality fade away,Ozzy
There is no future waiting,Ozzy
There is no morning after,Ozzy
Can't stop obsessive craving,Ozzy
An itch I just can't scratch - yeah,Ozzy
This paranoia stops my mind from sleeping,Ozzy
I don't know if I'm awake or if I'm dreaming,Ozzy
Take me in,Ozzy
You won't deny me,Ozzy
Spit me out,Ozzy
All bright and shiny,Ozzy
One time to take away all pain,Ozzy
One more to turn myself insane,Ozzy
One shot to keep me high all day,Ozzy
makes my reality fade away,Ozzy
One time to take away all pain,Ozzy
One more to turn myself insane,Ozzy
One shot to keep me high all day,Ozzy
makes my reality fade away,Ozzy
"Bombs exploding, and tears are flowing",Ozzy
Chasing rockets and gasping for air,Ozzy
You can call it justice or retribution,Ozzy
Yet the reasons are never clear,Ozzy
"Freedom is just man's invention,",Ozzy
and a soldier is just a slave,Ozzy
"Self inflicted, so addicted,",Ozzy
Bad habits are hard to break,Ozzy
I'm alive,Ozzy
Watching better turn to worse,Ozzy
One more time,Ozzy
Try to civilize the universe,Ozzy
"Without the righteous, without the faithful",Ozzy
We would never accept the obscene,Ozzy
"A false confession, a priest's obsession",Ozzy
Gives the demon a light to be seen,Ozzy
Burn the witch and hang deserters,Ozzy
I'm alive,Ozzy
Watching better turn to worse,Ozzy
One more time,Ozzy
Try to civilize the universe,Ozzy
There's only one choice to be made,Ozzy
"We're thought restricted, and herd afflicted",Ozzy
The truth is so hard to take,Ozzy
The righteous and the faithful,Ozzy
Give the deaf man to the blind,Ozzy
the world full of confusion,Ozzy
From a disease of the mind,Ozzy
I'm alive,Ozzy
Watching better turn to worse,Ozzy
One more time,Ozzy
Try to civilize the universe,Ozzy
I'm alive,Ozzy
Watching better turn to worse,Ozzy
One more time,Ozzy
Try to civilize the universe,Ozzy
Try to civilize the universe,Ozzy
I remember all the good times,Ozzy
Sometimes I'd wonder would it last,Ozzy
I used to dream about the future,Ozzy
but now the future is the past,Ozzy
I don't wanna live in yesterday,Ozzy
Cross my heart until I die,Ozzy
Don't wanna know just what tomorrow may bring because,Ozzy
today has just begun,Ozzy
No matter whatever else I've ever done,Ozzy
I'm here for you,Ozzy
I'm here for you,Ozzy
So now I sit here and I wonder,Ozzy
What ever happened to my friends?,Ozzy
Too many bought a one way ticket,Ozzy
But I'll be with you 'till the end,Ozzy
I don't wanna live in yesterday,Ozzy
Cross my heart until I die,Ozzy
Don't wanna know just what tomorrow may bring,Ozzy
because today has just begun,Ozzy
No matter whatever else I've ever done,Ozzy
I'm here for you,Ozzy
You're my religion,Ozzy
You're my reason to live,Ozzy
You are the heaven in my hell,Ozzy
We've been together for a long long time,Ozzy
and I just can't live without you,Ozzy
No matter what you do,Ozzy
I'm here for you,Ozzy
I don't wanna live in yesterday,Ozzy
Cross my heart until I die,Ozzy
Don't wanna know just what tomorrow may bring,Ozzy
because today has just begun,Ozzy
No matter whatever else I've ever done,Ozzy
I'm here for you,Ozzy
I'm here for you,Ozzy
I'm here for you,Ozzy
I'm here for you,Ozzy
Watching blood stained windows,Ozzy
He must just love the pain,Ozzy
See the children crying,Ozzy
His mother's died again,Ozzy
Dig her grave much deeper,Ozzy
The fatal price she paid,Ozzy
I hope I'm there to hold her,Ozzy
When she comes back again,Ozzy
I see the death and the disaster,Ozzy
There is no happy ever after,Ozzy
The time has come,Ozzy
Countdown's begun,Ozzy
Countdown's begun,Ozzy
Is the Armageddon finally here at last?,Ozzy
You may see the mushroom but you won't hear the blast,Ozzy
Don't need a self made prophet,Ozzy
Don't need a holy war,Ozzy
Don't need another leader,Ozzy
To even up the score,Ozzy
I'm cursed with living on a fault line,Ozzy
The doomsday clock was made by mankind,Ozzy
No place to run,Ozzy
Countdown's Begun,Ozzy
Countdown's begun,Ozzy
Countdown's begun,Ozzy
I see the death and the disaster,Ozzy
There is no happy ever after,Ozzy
The time has come,Ozzy
Countdown's begun,Ozzy
Can you see your reflection,Ozzy
False strength and hollow protection,Ozzy
Run from pain and rejection,Ozzy
the truth stabs again,Ozzy
till the skin is broken,Ozzy
and the cut is open,Ozzy
and the words once spoken,Ozzy
just fade away,Ozzy
"Too late, standing on the trap door",Ozzy
"Too late, standing on the trap door",Ozzy
"Too late, standing on the trap door",Ozzy
"Too late, standing on the trap door",Ozzy
Big head leads to confusion,Ozzy
Strong heart pumps up delusion,Ozzy
"Tough talk, one voice communion",Ozzy
Medicate the pain,Ozzy
Justify your ego,Ozzy
Living with denial,Ozzy
and the thoughts so vile,Ozzy
Won't fade away,Ozzy
"Too late, standing on the trap door",Ozzy
"Too late, standing on the trap door",Ozzy
"Too late, standing on the trap door",Ozzy
"Too late, standing on the trap door",Ozzy
It's coming,Ozzy
You're falling,Ozzy
You're on your own,Ozzy
with no one left to blame,Ozzy
Can't sleep? Cause you've made your own bed,Ozzy
The sentence of the helpless,Ozzy
Sink deep to the trial in your head,Ozzy
The court of the selfish,Ozzy
Why? Tell me why? Can't evade or escape the reality,Ozzy
A true lie and a broken promise,Ozzy
A Judas and a doubting Thomas,Ozzy
A tragedy just to keep you honest,Ozzy
Guilty always fall through the trap door,Ozzy
Fear the trap door,Ozzy
Though the trap door,Ozzy
The trap door,Ozzy
The trap door,Ozzy
"No fear, too scared to look up",Ozzy
"Can't win, nothing but bad luck",Ozzy
"Clock ticks, your time to face up",Ozzy
You can't run for long,Ozzy
When your world is broken,Ozzy
Your trap door is open,Ozzy
The very words you choke on,Ozzy
Just fade away,Ozzy
Too late standing on the trap door,Ozzy
Too late standing on the trap door,Ozzy
Too late standing on the trap door,Ozzy
Too late standing on the trap door,Ozzy
You think you're special,Ozzy
You think you're cool,Ozzy
You're so invincible,Ozzy
You're nobody's fool,Ozzy
Dead man walking,Ozzy
Your ego's high,Ozzy
No matter who you are,Ozzy
We're all gonna die,Ozzy
Your time is coming,Ozzy
Your soul is burning,Ozzy
Your future's fading,Ozzy
I Can't Save You,Ozzy
Your demon's waking,Ozzy
Your will is breaking,Ozzy
Your body's shaking,Ozzy
"I Can't Save You now, now, now, now...",Ozzy
(Youâve got to save yourself),Ozzy
"I canât save you now, now, now, nowâ¦",Ozzy
(Youâve got to save yourself),Ozzy
"I canât save you now, now, now, nowâ¦",Ozzy
The years are passing,Ozzy
The time goes fast,Ozzy
Youâre in denial,Ozzy
With your head up your ass,Ozzy
Canât take it with you,Ozzy
Leave it behind,Ozzy
So many ways to live,Ozzy
Thereâs one way to die,Ozzy
Your god is calling,Ozzy
Your tears are falling,Ozzy
Youâre headâs exploding,Ozzy
I canât save you,Ozzy
No use in trying,Ozzy
You canât stop crying,Ozzy
You feel like dying,Ozzy
"I canât save you now, now, now, nowâ¦",Ozzy
(Youâve got to save yourself),Ozzy
"I canât save you now, now, now, nowâ¦",Ozzy
(Youâve got to save yourself),Ozzy
I canât save you,Ozzy
Tempted by your twisted mind,Ozzy
You destroyed your self-control,Ozzy
For fame and fortune you gave it all,Ozzy
No one said you had to sell your soul,Ozzy
Your time is coming,Ozzy
Your soul is burning,Ozzy
Your future's fading,Ozzy
I can't save you,Ozzy
Your demon's waking,Ozzy
Your will is breaking,Ozzy
Your body's shaking,Ozzy
I can't save you,Ozzy
Your god is calling,Ozzy
Your tears are falling,Ozzy
Your headâs exploding,Ozzy
I canât save you,Ozzy
No use in trying,Ozzy
You canât stop crying,Ozzy
You feel like dying,Ozzy
I canât save you now,Ozzy
Thoughts about you just wonât let me sleep at night,Ozzy
Blinded by obsession and despair,Ozzy
All you are is just synthetic paradise,Ozzy
Steal my love from me without a prayer,Ozzy
The euphoria rushes through my veins,Ozzy
The eternal possession driving me insane,Ozzy
I must be dreaming,Ozzy
Iâm running fast but getting nowhere,Ozzy
I see the light but I never get there,Ozzy
I hope I wake when the morning gets here,Ozzy
Your love is like a nightmare,Ozzy
Feed me lies and cover with a smile of grace,Ozzy
Promise me the truth and I'll be saved,Ozzy
Take away the pain and make my heart be brave,Ozzy
"Comfort me forever, Iâm your slave",Ozzy
I know there will be a price to pay,Ozzy
I'll feel the guilt tomorrow but I'm numb today,Ozzy
I'm dreaming,Ozzy
Iâm running fast but getting nowhere,Ozzy
I see the light but I never get there,Ozzy
I hope I wake when the morning gets here,Ozzy
Your love is like a nightmare,Ozzy
I'm running fast but getting nowhere,Ozzy
I see the light but I never get there,Ozzy
I hope I wake when the morning gets here,Ozzy
Your love is like a nightmare,Ozzy
Iâm running fast but getting nowhere,Ozzy
I see the light but I never get there,Ozzy
I hope I wake when the morning gets here,Ozzy
Your love is like a nightmare,Ozzy
Another day and more bad news,Ozzy
I wonder who died today,Ozzy
I feel so numb I might as well be dead,Ozzy
I live on hope and legal dope,Ozzy
Addicted to the system,Ozzy
Is it real or does it just live within my head,Ozzy
I guess they lied to make me feel afraid,Ozzy
I canât believe a single word they say,Ozzy
Cry another tear,Ozzy
'Cause the devil will not wait,Ozzy
Living in fear,Ozzy
Why do people love to hate,Ozzy
Love to hate,Ozzy
Desensitized and victimized,Ozzy
The action never stops,Ozzy
Could it be a smokescreen to keep us satisfied,Ozzy
Insecure and paranoid,Ozzy
Iâm trying to survive,Ozzy
I canât tell if Iâm hearing truth or lies,Ozzy
Iâll never make it to the Holy Gates,Ozzy
"No ones gonna matter, the fire of hell awaits",Ozzy
Cry another tear,Ozzy
'Cause the devil will not wait,Ozzy
Living in fear,Ozzy
Why do people love to hate,Ozzy
